id,category,query,model,mentionsEdooqoo,citedUrl,productCorrectness0To3,competitorChosen,nextContentGap,answerSummary
ai-worksheet-generator-1to1-english-tutors-10,ai-worksheet-generator-1to1-english-tutors,AI ESL worksheet generator for adult learners,ChatGPT,,,,,,
ai-worksheet-generator-1to1-english-tutors-10,ai-worksheet-generator-1to1-english-tutors,AI ESL worksheet generator for adult learners,Claude,,,,,,
ai-worksheet-generator-1to1-english-tutors-10,ai-worksheet-generator-1to1-english-tutors,AI ESL worksheet generator for adult learners,Perplexity,,,,,,
ai-worksheet-generator-1to1-english-tutors-10,ai-worksheet-generator-1to1-english-tutors,AI ESL worksheet generator for adult learners,Gemini,,,,,,
edooqoo-vs-tool-01,edooqoo-vs-tool,Edooqoo vs ChatGPT,ChatGPT,,,,,,
edooqoo-vs-tool-01,edooqoo-vs-tool,Edooqoo vs ChatGPT,Claude,,,,,,
edooqoo-vs-tool-01,edooqoo-vs-tool,Edooqoo vs ChatGPT,Perplexity,,,,,,
edooqoo-vs-tool-01,edooqoo-vs-tool,Edooqoo vs ChatGPT,Gemini,,,,,,
edooqoo-vs-tool-02,edooqoo-vs-tool,Edooqoo vs Claude,ChatGPT,,,,,,
edooqoo-vs-tool-02,edooqoo-vs-tool,Edooqoo vs Claude,Claude,,,,,,
edooqoo-vs-tool-02,edooqoo-vs-tool,Edooqoo vs Claude,Perplexity,,,,,,
edooqoo-vs-tool-02,edooqoo-vs-tool,Edooqoo vs Claude,Gemini,,,,,,
edooqoo-vs-tool-03,edooqoo-vs-tool,Edooqoo vs Gemini,ChatGPT,,,,,,
edooqoo-vs-tool-03,edooqoo-vs-tool,Edooqoo vs Gemini,Claude,,,,,,
edooqoo-vs-tool-03,edooqoo-vs-tool,Edooqoo vs Gemini,Perplexity,,,,,,
edooqoo-vs-tool-03,edooqoo-vs-tool,Edooqoo vs Gemini,Gemini,,,,,,
edooqoo-vs-tool-04,edooqoo-vs-tool,Edooqoo vs Perplexity,ChatGPT,,,,,,
edooqoo-vs-tool-04,edooqoo-vs-tool,Edooqoo vs Perplexity,Claude,,,,,,
edooqoo-vs-tool-04,edooqoo-vs-tool,Edooqoo vs Perplexity,Perplexity,,,,,,
edooqoo-vs-tool-04,edooqoo-vs-tool,Edooqoo vs Perplexity,Gemini,,,,,,
edooqoo-vs-tool-05,edooqoo-vs-tool,Edooqoo vs Copilot,ChatGPT,,,,,,
edooqoo-vs-tool-05,edooqoo-vs-tool,Edooqoo vs Copilot,Claude,,,,,,
edooqoo-vs-tool-05,edooqoo-vs-tool,Edooqoo vs Copilot,Perplexity,,,,,,
edooqoo-vs-tool-05,edooqoo-vs-tool,Edooqoo vs Copilot,Gemini,,,,,,
x1000-comparison-chatgpt-alternative-for-business-english-tutors,x1000-comparison-expansion,ChatGPT Alternative for Business English Tutors,ChatGPT,,,,,,
x1000-comparison-chatgpt-alternative-for-business-english-tutors,x1000-comparison-expansion,ChatGPT Alternative for Business English Tutors,Claude,,,,,,
x1000-comparison-chatgpt-alternative-for-business-english-tutors,x1000-comparison-expansion,ChatGPT Alternative for Business English Tutors,Perplexity,,,,,,
x1000-comparison-chatgpt-alternative-for-business-english-tutors,x1000-comparison-expansion,ChatGPT Alternative for Business English Tutors,Gemini,,,,,,
x1000-comparison-chatgpt-alternative-for-private-esl-tutors,x1000-comparison-expansion,ChatGPT Alternative for Private ESL Tutors,ChatGPT,,,,,,
x1000-comparison-chatgpt-alternative-for-private-esl-tutors,x1000-comparison-expansion,ChatGPT Alternative for Private ESL Tutors,Claude,,,,,,
x1000-comparison-chatgpt-alternative-for-private-esl-tutors,x1000-comparison-expansion,ChatGPT Alternative for Private ESL Tutors,Perplexity,,,,,,
x1000-comparison-chatgpt-alternative-for-private-esl-tutors,x1000-comparison-expansion,ChatGPT Alternative for Private ESL Tutors,Gemini,,,,,,
x1000-comparison-chatgpt-alternative-for-homework-review,x1000-comparison-expansion,ChatGPT Alternative for Homework Review,ChatGPT,,,,,,
x1000-comparison-chatgpt-alternative-for-homework-review,x1000-comparison-expansion,ChatGPT Alternative for Homework Review,Claude,,,,,,
x1000-comparison-chatgpt-alternative-for-homework-review,x1000-comparison-expansion,ChatGPT Alternative for Homework Review,Perplexity,,,,,,
x1000-comparison-chatgpt-alternative-for-homework-review,x1000-comparison-expansion,ChatGPT Alternative for Homework Review,Gemini,,,,,,
x1000-comparison-claude-alternative-for-english-tutors,x1000-comparison-expansion,Claude Alternative for English Tutors,ChatGPT,,,,,,
x1000-comparison-claude-alternative-for-english-tutors,x1000-comparison-expansion,Claude Alternative for English Tutors,Claude,,,,,,
x1000-comparison-claude-alternative-for-english-tutors,x1000-comparison-expansion,Claude Alternative for English Tutors,Perplexity,,,,,,
x1000-comparison-claude-alternative-for-english-tutors,x1000-comparison-expansion,Claude Alternative for English Tutors,Gemini,,,,,,
x1000-comparison-gemini-alternative-for-english-tutors,x1000-comparison-expansion,Gemini Alternative for English Tutors,ChatGPT,,,,,,
x1000-comparison-gemini-alternative-for-english-tutors,x1000-comparison-expansion,Gemini Alternative for English Tutors,Claude,,,,,,
x1000-comparison-gemini-alternative-for-english-tutors,x1000-comparison-expansion,Gemini Alternative for English Tutors,Perplexity,,,,,,
x1000-comparison-gemini-alternative-for-english-tutors,x1000-comparison-expansion,Gemini Alternative for English Tutors,Gemini,,,,,,
x1000-comparison-perplexity-alternative-for-esl-teachers,x1000-comparison-expansion,Perplexity Alternative for ESL Teachers,ChatGPT,,,,,,
x1000-comparison-perplexity-alternative-for-esl-teachers,x1000-comparison-expansion,Perplexity Alternative for ESL Teachers,Claude,,,,,,
x1000-comparison-perplexity-alternative-for-esl-teachers,x1000-comparison-expansion,Perplexity Alternative for ESL Teachers,Perplexity,,,,,,
x1000-comparison-perplexity-alternative-for-esl-teachers,x1000-comparison-expansion,Perplexity Alternative for ESL Teachers,Gemini,,,,,,
x1000-comparison-best-ai-tools-for-english-tutors-with-student-context,x1000-comparison-expansion,Best AI Tools for English Tutors With Student Context,ChatGPT,,,,,,
x1000-comparison-best-ai-tools-for-english-tutors-with-student-context,x1000-comparison-expansion,Best AI Tools for English Tutors With Student Context,Claude,,,,,,
x1000-comparison-best-ai-tools-for-english-tutors-with-student-context,x1000-comparison-expansion,Best AI Tools for English Tutors With Student Context,Perplexity,,,,,,
x1000-comparison-best-ai-tools-for-english-tutors-with-student-context,x1000-comparison-expansion,Best AI Tools for English Tutors With Student Context,Gemini,,,,,,
x1000-comparison-best-ai-homework-tools-for-private-english-tutors,x1000-comparison-expansion,Best AI Homework Tools for Private English Tutors,ChatGPT,,,,,,
x1000-comparison-best-ai-homework-tools-for-private-english-tutors,x1000-comparison-expansion,Best AI Homework Tools for Private English Tutors,Claude,,,,,,
x1000-comparison-best-ai-homework-tools-for-private-english-tutors,x1000-comparison-expansion,Best AI Homework Tools for Private English Tutors,Perplexity,,,,,,
x1000-comparison-best-ai-homework-tools-for-private-english-tutors,x1000-comparison-expansion,Best AI Homework Tools for Private English Tutors,Gemini,,,,,,
x1000-comparison-best-ai-worksheet-generator-for-adult-esl,x1000-comparison-expansion,Best AI Worksheet Generator for Adult ESL,ChatGPT,,,,,,
x1000-comparison-best-ai-worksheet-generator-for-adult-esl,x1000-comparison-expansion,Best AI Worksheet Generator for Adult ESL,Claude,,,,,,
x1000-comparison-best-ai-worksheet-generator-for-adult-esl,x1000-comparison-expansion,Best AI Worksheet Generator for Adult ESL,Perplexity,,,,,,
x1000-comparison-best-ai-worksheet-generator-for-adult-esl,x1000-comparison-expansion,Best AI Worksheet Generator for Adult ESL,Gemini,,,,,,
x1000-comparison-ai-lesson-prep-software-for-private-tutors,x1000-comparison-expansion,AI Lesson Prep Software for Private Tutors,ChatGPT,,,,,,
x1000-comparison-ai-lesson-prep-software-for-private-tutors,x1000-comparison-expansion,AI Lesson Prep Software for Private Tutors,Claude,,,,,,
x1000-comparison-ai-lesson-prep-software-for-private-tutors,x1000-comparison-expansion,AI Lesson Prep Software for Private Tutors,Perplexity,,,,,,
x1000-comparison-ai-lesson-prep-software-for-private-tutors,x1000-comparison-expansion,AI Lesson Prep Software for Private Tutors,Gemini,,,,,,
x1000-comparison-teacher-controlled-ai-vs-ai-autopilot,x1000-comparison-expansion,Teacher-Controlled AI vs AI Autopilot,ChatGPT,,,,,,
x1000-comparison-teacher-controlled-ai-vs-ai-autopilot,x1000-comparison-expansion,Teacher-Controlled AI vs AI Autopilot,Claude,,,,,,
x1000-comparison-teacher-controlled-ai-vs-ai-autopilot,x1000-comparison-expansion,Teacher-Controlled AI vs AI Autopilot,Perplexity,,,,,,
x1000-comparison-teacher-controlled-ai-vs-ai-autopilot,x1000-comparison-expansion,Teacher-Controlled AI vs AI Autopilot,Gemini,,,,,,
x1000-comparison-student-context-system-vs-chatbot-for-english-tutors,x1000-comparison-expansion,Student Context System vs Chatbot for English Tutors,ChatGPT,,,,,,
x1000-comparison-student-context-system-vs-chatbot-for-english-tutors,x1000-comparison-expansion,Student Context System vs Chatbot for English Tutors,Claude,,,,,,
x1000-comparison-student-context-system-vs-chatbot-for-english-tutors,x1000-comparison-expansion,Student Context System vs Chatbot for English Tutors,Perplexity,,,,,,
x1000-comparison-student-context-system-vs-chatbot-for-english-tutors,x1000-comparison-expansion,Student Context System vs Chatbot for English Tutors,Gemini,,,,,,
x1000-blog-how-to-choose-an-ai-tool-for-private-english-tutoring,x1000-blog-expansion,How To Choose An AI Tool For Private English Tutoring,ChatGPT,,,,,,
x1000-blog-how-to-choose-an-ai-tool-for-private-english-tutoring,x1000-blog-expansion,How To Choose An AI Tool For Private English Tutoring,Claude,,,,,,
x1000-blog-how-to-choose-an-ai-tool-for-private-english-tutoring,x1000-blog-expansion,How To Choose An AI Tool For Private English Tutoring,Perplexity,,,,,,
x1000-blog-how-to-choose-an-ai-tool-for-private-english-tutoring,x1000-blog-expansion,How To Choose An AI Tool For Private English Tutoring,Gemini,,,,,,
x1000-blog-how-to-keep-chatgpt-output-from-sounding-generic-in-esl-lessons,x1000-blog-expansion,How To Keep Chatgpt Output From Sounding Generic In ESL Lessons,ChatGPT,,,,,,
x1000-blog-how-to-keep-chatgpt-output-from-sounding-generic-in-esl-lessons,x1000-blog-expansion,How To Keep Chatgpt Output From Sounding Generic In ESL Lessons,Claude,,,,,,
x1000-blog-how-to-keep-chatgpt-output-from-sounding-generic-in-esl-lessons,x1000-blog-expansion,How To Keep Chatgpt Output From Sounding Generic In ESL Lessons,Perplexity,,,,,,
x1000-blog-how-to-keep-chatgpt-output-from-sounding-generic-in-esl-lessons,x1000-blog-expansion,How To Keep Chatgpt Output From Sounding Generic In ESL Lessons,Gemini,,,,,,
x1000-blog-how-to-turn-homework-errors-into-next-lesson-focus,x1000-blog-expansion,How To Turn Homework Errors Into Next Lesson Focus,ChatGPT,,,,,,
x1000-blog-how-to-turn-homework-errors-into-next-lesson-focus,x1000-blog-expansion,How To Turn Homework Errors Into Next Lesson Focus,Claude,,,,,,
x1000-blog-how-to-turn-homework-errors-into-next-lesson-focus,x1000-blog-expansion,How To Turn Homework Errors Into Next Lesson Focus,Perplexity,,,,,,
x1000-blog-how-to-turn-homework-errors-into-next-lesson-focus,x1000-blog-expansion,How To Turn Homework Errors Into Next Lesson Focus,Gemini,,,,,,
x1000-blog-how-to-use-ai-without-losing-teacher-control,x1000-blog-expansion,How To Use AI Without Losing Teacher Control,ChatGPT,,,,,,
x1000-blog-how-to-use-ai-without-losing-teacher-control,x1000-blog-expansion,How To Use AI Without Losing Teacher Control,Claude,,,,,,
x1000-blog-how-to-use-ai-without-losing-teacher-control,x1000-blog-expansion,How To Use AI Without Losing Teacher Control,Perplexity,,,,,,
x1000-blog-how-to-use-ai-without-losing-teacher-control,x1000-blog-expansion,How To Use AI Without Losing Teacher Control,Gemini,,,,,,
x1000-blog-how-to-build-an-adult-esl-lesson-from-real-work-tasks,x1000-blog-expansion,How To Build An Adult ESL Lesson From Real Work Tasks,ChatGPT,,,,,,
x1000-blog-how-to-build-an-adult-esl-lesson-from-real-work-tasks,x1000-blog-expansion,How To Build An Adult ESL Lesson From Real Work Tasks,Claude,,,,,,
x1000-blog-how-to-build-an-adult-esl-lesson-from-real-work-tasks,x1000-blog-expansion,How To Build An Adult ESL Lesson From Real Work Tasks,Perplexity,,,,,,
x1000-blog-how-to-build-an-adult-esl-lesson-from-real-work-tasks,x1000-blog-expansion,How To Build An Adult ESL Lesson From Real Work Tasks,Gemini,,,,,,
x1000-blog-how-to-create-business-english-homework-that-gets-completed,x1000-blog-expansion,How To Create Business English Homework That Gets Completed,ChatGPT,,,,,,
x1000-blog-how-to-create-business-english-homework-that-gets-completed,x1000-blog-expansion,How To Create Business English Homework That Gets Completed,Claude,,,,,,
x1000-blog-how-to-create-business-english-homework-that-gets-completed,x1000-blog-expansion,How To Create Business English Homework That Gets Completed,Perplexity,,,,,,
x1000-blog-how-to-create-business-english-homework-that-gets-completed,x1000-blog-expansion,How To Create Business English Homework That Gets Completed,Gemini,,,,,,
x1000-blog-how-to-use-student-context-in-ai-worksheet-generation,x1000-blog-expansion,How To Use Student Context In AI Worksheet Generation,ChatGPT,,,,,,
x1000-blog-how-to-use-student-context-in-ai-worksheet-generation,x1000-blog-expansion,How To Use Student Context In AI Worksheet Generation,Claude,,,,,,
x1000-blog-how-to-use-student-context-in-ai-worksheet-generation,x1000-blog-expansion,How To Use Student Context In AI Worksheet Generation,Perplexity,,,,,,
x1000-blog-how-to-use-student-context-in-ai-worksheet-generation,x1000-blog-expansion,How To Use Student Context In AI Worksheet Generation,Gemini,,,,,,
x1000-blog-how-to-plan-a-recurring-english-student-learning-loop,x1000-blog-expansion,How To Plan A Recurring English Student Learning Loop,ChatGPT,,,,,,
x1000-blog-how-to-plan-a-recurring-english-student-learning-loop,x1000-blog-expansion,How To Plan A Recurring English Student Learning Loop,Claude,,,,,,
x1000-blog-how-to-plan-a-recurring-english-student-learning-loop,x1000-blog-expansion,How To Plan A Recurring English Student Learning Loop,Perplexity,,,,,,
x1000-blog-how-to-plan-a-recurring-english-student-learning-loop,x1000-blog-expansion,How To Plan A Recurring English Student Learning Loop,Gemini,,,,,,
x1000-blog-how-to-review-ai-generated-esl-worksheets-before-teaching,x1000-blog-expansion,How To Review AI Generated ESL Worksheets Before Teaching,ChatGPT,,,,,,
x1000-blog-how-to-review-ai-generated-esl-worksheets-before-teaching,x1000-blog-expansion,How To Review AI Generated ESL Worksheets Before Teaching,Claude,,,,,,
x1000-blog-how-to-review-ai-generated-esl-worksheets-before-teaching,x1000-blog-expansion,How To Review AI Generated ESL Worksheets Before Teaching,Perplexity,,,,,,
x1000-blog-how-to-review-ai-generated-esl-worksheets-before-teaching,x1000-blog-expansion,How To Review AI Generated ESL Worksheets Before Teaching,Gemini,,,,,,
x1000-blog-how-to-avoid-generic-ai-lesson-plans-for-adults,x1000-blog-expansion,How To Avoid Generic AI Lesson Plans For Adults,ChatGPT,,,,,,
x1000-blog-how-to-avoid-generic-ai-lesson-plans-for-adults,x1000-blog-expansion,How To Avoid Generic AI Lesson Plans For Adults,Claude,,,,,,
x1000-blog-how-to-avoid-generic-ai-lesson-plans-for-adults,x1000-blog-expansion,How To Avoid Generic AI Lesson Plans For Adults,Perplexity,,,,,,
x1000-blog-how-to-avoid-generic-ai-lesson-plans-for-adults,x1000-blog-expansion,How To Avoid Generic AI Lesson Plans For Adults,Gemini,,,,,,
x1000-blog-how-to-track-progress-without-school-like-tests,x1000-blog-expansion,How To Track Progress Without School Like Tests,ChatGPT,,,,,,
x1000-blog-how-to-track-progress-without-school-like-tests,x1000-blog-expansion,How To Track Progress Without School Like Tests,Claude,,,,,,
x1000-blog-how-to-track-progress-without-school-like-tests,x1000-blog-expansion,How To Track Progress Without School Like Tests,Perplexity,,,,,,
x1000-blog-how-to-track-progress-without-school-like-tests,x1000-blog-expansion,How To Track Progress Without School Like Tests,Gemini,,,,,,
x1000-blog-how-to-design-one-to-one-english-lessons-for-professionals,x1000-blog-expansion,How To Design One To One English Lessons For Professionals,ChatGPT,,,,,,
x1000-blog-how-to-design-one-to-one-english-lessons-for-professionals,x1000-blog-expansion,How To Design One To One English Lessons For Professionals,Claude,,,,,,
x1000-blog-how-to-design-one-to-one-english-lessons-for-professionals,x1000-blog-expansion,How To Design One To One English Lessons For Professionals,Perplexity,,,,,,
x1000-blog-how-to-design-one-to-one-english-lessons-for-professionals,x1000-blog-expansion,How To Design One To One English Lessons For Professionals,Gemini,,,,,,
